,Date,IDR,USD,Euro,GBP,RMB,Gold/Silver,Nikkei 225,IHSG,Hang Seng,Nasdaq,USD/IDR,AUD/USD
3462,Dec 28 2016,15251858.53,1134.6,1091.59,927.91,7890.91,71.38,19401.72,5209.44,21754.74,4926.29,13442.5,0.7177
3463,Dec 29 2016,15426677.44,1145.9,1092.43,937.15,7969.16,71.53,19145.14,5302.57,21790.91,4918.28,13462.5,0.7218
3464,Dec 30 2016,15438136.43,1145.9,1086.42,927.37,7963.43,72.38,19114.37,5296.71,22000.56,4863.62,13472.5,0.7216
3465,Jan 04 2017,15647520.0,1164.25,1111.4,946.7,8089.79,70.76,19594.16,5301.18,22134.47,4937.2,13440.0,0.7284
3466,Jan 05 2017,15738361.85,1176.7,1110.04,947.5,8097.7,71.11,19520.69,5325.5,22456.69,4964.95,13375.0,0.7337
3467,Jan 06 2017,15715233.29,1175.85,1111.65,954.5,8140.41,71.19,19454.33,5347.02,22503.01,5007.08,13365.0,0.7298
3468,Jan 10 2017,15838192.5,1189.5,1123.02,976.52,8236.1,70.62,19301.44,5309.92,22744.85,5035.17,13315.0,0.7368
3469,Jan 11 2017,15708890.35,1178.55,1125.81,976.75,8163.34,71.21,19364.67,5301.24,22935.35,5050.21,13329.0,0.7441
3470,Jan 12 2017,16015111.9,1205.05,1131.13,986.21,8317.01,71.22,19134.7,5292.75,22829.02,5041.43,13290.0,0.7483
3471,Jan 13 2017,15869149.07,1190.35,1120.33,977.5,8212.46,71.3,19287.28,5272.98,22937.38,5059.51,13331.5,0.7502
3472,Jan 17 2017,16236088.97,1216.05,1137.19,981.79,8357.67,70.81,18813.53,5266.94,22840.97,5044.65,13351.5,0.7567
3473,Jan 18 2017,16207801.88,1214.75,1135.97,984.16,8301.84,70.58,18894.37,5294.78,23098.26,5055.85,13342.5,0.7506
3474,Jan 19 2017,15995372.06,1196.05,1127.13,972.08,8224.76,70.78,19072.25,5298.95,23049.96,5051.17,13373.0,0.7561
3475,Jan 20 2017,16099372.88,1200.55,1124.27,974.39,8254.38,70.78,19137.91,5254.31,22885.91,5063.2,13410.0,0.7556
3476,Jan 23 2017,16203674.04,1212.85,1128.6,970.98,8314.69,70.69,18891.03,5250.97,22898.52,5065.7,13360.0,0.7583
3477,Jan 24 2017,16221158.2,1216.8,1131.38,972.39,8344.2,70.74,18787.99,5292.09,22949.86,5101.06,13331.0,0.7582
3478,Jan 25 2017,15965797.5,1195.0,1112.46,947.36,8221.36,70.68,19057.5,5293.78,23049.12,5151.47,13360.5,0.7572
3479,Jan 26 2017,15868812.8,1189.7,1115.15,945.03,8182.76,70.75,19402.39,5317.63,23374.17,5156.92,13336.0,0.7536
3480,Jan 27 2017,15827816.77,1184.85,1106.77,944.18,8149.4,69.48,19467.4,5312.84,23360.78,5168.06,13358.5,0.7551
3481,Feb 01 2017,16095808.32,1203.65,1118.74,951.77,8278.7,68.98,19148.08,5327.16,23318.39,5152.69,13372.5,0.7586
3482,Feb 02 2017,16316086.72,1221.95,1130.76,975.06,8404.57,69.66,18914.58,5353.71,23184.52,5147.7,13352.5,0.7658
3483,Feb 03 2017,16216843.35,1215.2,1126.33,971.58,8353.28,69.7,18918.2,5360.77,23129.21,5161.6,13345.0,0.7683
3484,Feb 06 2017,16343376.88,1226.75,1142.23,985.66,8420.78,69.68,18976.71,5395.99,23348.24,5167.96,13322.5,0.766
3485,Feb 07 2017,16407383.5,1231.0,1151.81,990.31,8470.26,69.7,18910.78,5381.48,23331.57,5185.88,13328.5,0.7625
3486,Feb 08 2017,16550980.55,1242.1,1160.08,990.83,8544.16,69.81,19007.6,5361.09,23485.13,5196.58,13325.0,0.7646
3487,Feb 09 2017,16446345.4,1236.8,1159.74,987.47,8493.35,69.5,18907.67,5372.08,23525.14,5212.16,13302.5,0.7624
3488,Feb 10 2017,16355426.05,1228.3,1156.21,984.18,8454.39,68.78,19378.93,5371.67,23574.98,5226.69,13315.5,0.7676
3489,Feb 13 2017,16288314.63,1222.25,1152.47,977.64,8406.63,68.81,19459.15,5409.56,23710.98,5256.82,13326.5,0.764
3490,Feb 14 2017,16406512.88,1230.75,1165.04,987.6,8452.05,68.48,19238.98,5380.67,23703.01,5271.07,13330.5,0.7664
3491,Feb 16 2017,16524123.4,1240.55,1162.54,992.28,8508.43,68.45,19347.53,5378.0,24107.7,5300.64,13320.0,0.7694
3492,Feb 17 2017,16558297.72,1241.95,1168.4,999.03,8532.69,68.55,19234.62,5350.93,24033.74,5324.72,13332.5,0.7671
3493,Feb 21 2017,16490966.35,1233.2,1170.41,989.01,8487.99,68.74,19381.44,5340.99,23963.63,5350.73,13372.5,0.7675
3494,Feb 22 2017,16530299.24,1236.65,1172.9,992.7,8505.68,68.64,19379.87,5358.68,24201.96,5352.13,13367.0,0.7703
3495,Feb 23 2017,16660711.6,1247.9,1178.1,994.42,8582.31,68.72,19371.46,5372.75,24114.86,5332.37,13351.0,0.7715
3496,Feb 24 2017,16711780.02,1253.65,1186.16,1003.48,8615.46,68.46,19283.54,5385.91,23965.7,5343.31,13330.5,0.7674
3497,Feb 27 2017,16774190.35,1257.2,1184.64,1008.3,8638.72,68.48,19107.47,5382.87,23925.05,5347.55,13342.5,0.7673
3498,Feb 28 2017,16744679.65,1255.6,1181.63,1009.0,8624.46,68.09,19118.99,5386.69,23740.73,5330.31,13336.0,0.7658
3499,Mar 01 2017,16574223.5,1240.4,1175.07,1007.15,8533.95,67.78,19393.54,5363.06,23776.49,5390.99,13362.0,0.7676
3500,Mar 02 2017,16539156.89,1238.1,1176.17,1007.98,8521.47,69.39,19564.8,5408.25,23728.07,5363.26,13358.5,0.7572
3501,Mar 03 2017,16413636.25,1226.5,1161.18,1000.33,8461.5,68.67,19469.17,5391.22,23552.72,5373.48,13382.5,0.7595
3502,Mar 06 2017,16433181.85,1230.95,1161.49,1004.41,8484.94,68.98,19379.14,5409.82,23596.28,5360.31,13350.0,0.7579
3503,Mar 07 2017,16238626.25,1216.65,1149.9,997.7,8392.82,69.55,19344.15,5402.61,23681.07,5351.28,13347.0,0.7588
3504,Mar 08 2017,16142819.35,1209.2,1145.51,993.71,8351.94,69.99,19254.03,5393.76,23782.27,5359.81,13350.0,0.7527
3505,Mar 09 2017,16151478.96,1206.55,1140.3,993.0,8337.26,71.0,19318.58,5402.39,23501.56,5363.98,13386.5,0.7506
3506,Mar 10 2017,16090253.04,1202.65,1128.56,988.45,8318.01,70.64,19604.61,5390.68,23568.67,5385.9,13379.0,0.7542
3507,Mar 13 2017,16083294.55,1204.2,1128.69,984.35,8320.06,70.96,19633.75,5409.37,23829.67,5394.57,13356.0,0.7571
3508,Mar 14 2017,16107306.94,1204.6,1131.61,989.97,8329.08,70.91,19609.5,5431.59,23827.95,5382.17,13371.5,0.756
3509,Mar 15 2017,16020161.19,1198.8,1127.7,980.85,8285.5,70.46,19577.38,5432.38,23792.85,5416.25,13365.0,0.771
3510,Mar 16 2017,16413664.57,1229.35,1145.02,993.86,8479.32,70.87,19590.14,5518.24,24288.28,5412.08,13348.5,0.7678
3511,Mar 17 2017,16409010.05,1229.6,1144.72,993.86,8494.69,70.61,19521.59,5540.43,24309.93,5408.76,13345.0,0.7702
3512,Mar 21 2017,16536868.45,1241.6,1148.57,994.91,8563.31,71.09,19455.88,5543.09,24593.12,5332.53,13319.0,0.7691
3513,Mar 22 2017,16648584.85,1249.05,1156.37,1001.24,8602.08,71.17,19041.38,5534.09,24320.41,5367.56,13329.0,0.7678
3514,Mar 23 2017,16622313.75,1247.5,1156.49,995.97,8591.91,70.86,19085.31,5563.76,24327.7,5355.14,13324.5,0.7627
3515,Mar 24 2017,16624808.75,1247.5,1154.51,998.76,8593.03,70.06,19262.53,5567.13,24358.27,5363.99,13326.5,0.7623
3516,Mar 27 2017,16737359.13,1257.55,1155.36,1000.36,8647.16,69.4,18985.59,5541.2,24193.7,5374.27,13310.5,0.7618
3517,Mar 29 2017,16656517.9,1251.1,1163.81,1007.94,8620.08,68.68,19217.48,5592.51,24392.05,5430.27,13313.5,0.767
3518,Mar 30 2017,16629018.2,1248.8,1163.3,999.64,8604.85,68.65,19063.22,5592.95,24301.09,5439.74,13316.0,0.7641
3519,Mar 31 2017,16588246.72,1244.85,1163.9,995.52,8579.26,68.46,18909.26,5568.11,24111.59,5436.23,13325.5,0.7629
3520,Apr 03 2017,16616488.13,1247.25,1170.85,999.48,8595.8,68.69,18983.23,5606.79,24261.48,5432.2,13322.5,0.7605
3521,Apr 05 2017,16595299.2,1245.8,1168.34,998.48,8590.91,68.64,18861.27,5676.98,24400.8,5418.52,13321.0,0.757
3522,Apr 06 2017,16702713.75,1252.5,1175.23,1002.28,8642.5,68.52,18597.06,5680.24,24273.72,5420.88,13335.5,0.7546
3523,Apr 07 2017,16871013.02,1266.45,1192.85,1021.99,8736.98,69.71,18664.63,5653.49,24267.3,5418.37,13317.5,0.75
3524,Apr 10 2017,16608786.73,1250.05,1179.4,1005.91,8631.72,69.87,18797.88,5644.3,24262.18,5421.68,13286.5,0.7501
3525,Apr 11 2017,16640390.05,1252.9,1178.81,1003.32,8648.77,69.43,18747.87,5627.93,24088.46,5398.4,13281.5,0.7499
3526,Apr 12 2017,16916329.91,1274.3,1199.91,1018.58,8783.37,69.45,18552.61,5644.15,24313.5,5377.03,13275.0,0.7521
3527,Apr 13 2017,17023333.18,1284.15,1208.56,1025.84,8838.8,69.54,18426.84,5616.55,24261.66,5353.59,13256.5,0.7569
3528,Apr 18 2017,17005558.03,1278.95,1195.45,1002.0,8805.83,70.41,18418.59,5606.52,23924.54,5391.66,13296.5,0.756
3529,Apr 20 2017,17082057.4,1282.1,1190.82,998.4,8825.85,71.14,18430.49,5595.31,24056.98,5443.53,13323.5,0.7527
3530,Apr 21 2017,17075521.9,1281.85,1199.34,1003.25,8823.1,71.6,18620.75,5664.48,24042.02,5442.05,13320.0,0.7543
3531,Apr 25 2017,16837015.31,1267.8,1160.35,988.5,8730.07,71.74,19079.33,5680.8,24455.94,5548.19,13277.5,0.7536
3532,Apr 26 2017,16763675.3,1261.85,1160.16,981.56,8695.15,72.66,19289.43,5726.53,24578.43,5541.09,13285.0,0.7474
3533,Apr 27 2017,16812916.6,1262.8,1162.1,979.22,8703.59,73.15,19251.87,5707.03,24698.48,5571.28,13314.0,0.7469
3534,Apr 28 2017,16880511.4,1266.45,1163.0,978.9,8735.21,73.68,19196.74,5685.3,24615.13,5583.53,13329.0,0.7489
3535,May 02 2017,16711922.03,1255.45,1151.63,971.37,8658.46,74.54,19445.7,5675.81,24696.13,5644.07,13311.5,0.7536
3536,May 08 2017,16366790.7,1229.8,1124.95,950.31,8489.68,75.34,19895.7,5707.86,24577.91,5659.07,13309.5,0.7387
3537,May 09 2017,16292338.7,1220.4,1120.56,942.39,8427.47,75.52,19843.0,5697.06,24889.03,5678.31,13350.0,0.7345
3538,May 10 2017,16335553.97,1222.95,1125.17,944.44,8442.76,75.19,19900.09,5653.01,25015.42,5681.68,13357.5,0.7369
3539,May 12 2017,16411946.88,1231.25,1127.21,955.16,8499.2,74.6,19883.9,5675.22,25156.34,5686.81,13329.5,0.7386
3540,May 15 2017,16407820.6,1233.3,1123.38,954.75,8506.68,73.9,19869.85,5688.87,25371.59,5704.48,13304.0,0.7413
3541,May 16 2017,16415476.45,1234.2,1113.55,955.37,8503.27,73.38,19919.82,5647.0,25335.94,5724.44,13300.5,0.7427
3542,May 17 2017,16752967.6,1257.4,1128.07,969.28,8664.74,74.53,19814.88,5615.49,25293.63,5580.55,13323.5,0.7432
3543,May 18 2017,16773171.15,1255.9,1128.75,966.19,8653.4,74.87,19553.86,5645.45,25136.52,5626.31,13355.5,0.7419
3544,May 19 2017,16695420.0,1252.0,1118.36,961.27,8629.53,74.41,19590.76,5791.88,25174.87,5651.56,13335.0,0.7461
3545,May 22 2017,16745850.18,1258.85,1119.13,967.19,8676.5,73.46,19678.28,5749.44,25391.34,5699.4,13302.5,0.7478
3546,May 23 2017,16763809.85,1260.2,1122.22,970.88,8682.4,73.34,19613.28,5730.61,25403.15,5703.35,13302.5,0.7479
3547,May 24 2017,16668306.53,1252.55,1119.95,967.29,8631.07,73.19,19742.98,5703.43,25428.5,5730.3,13308.5,0.7504
3548,May 26 2017,16818837.15,1265.05,1131.13,989.05,8679.51,73.08,19686.84,5716.81,25639.27,5788.36,13294.5,0.7447
3549,May 31 2017,16865783.35,1266.2,1126.01,980.83,8636.75,73.21,19650.57,5738.15,25660.65,5788.8,13322.5,0.743
3550,Jun 02 2017,16963846.58,1274.95,1130.78,989.68,8690.31,72.9,20177.28,5742.45,25924.05,5881.46,13304.0,0.7446
3551,Jun 05 2017,17005415.05,1279.95,1137.48,989.72,8704.94,72.94,20170.82,5748.23,25862.99,5878.12,13286.0,0.7487
3552,Jun 06 2017,17191908.5,1293.5,1148.2,1003.22,8791.53,73.04,19979.9,5707.83,25997.14,5856.77,13298.0,0.7509
3553,Jun 07 2017,17176755.0,1291.0,1146.28,996.18,8771.57,73.24,19984.62,5717.32,25974.16,5877.59,13304.0,0.7549
3554,Jun 08 2017,16933501.15,1273.1,1134.47,983.24,8648.93,73.4,19909.26,5702.92,26063.06,5885.3,13298.0,0.7546
3555,Jun 09 2017,16834346.73,1266.55,1132.47,994.04,8611.52,73.65,20013.26,5675.52,26030.29,5741.94,13291.5,0.753
3556,Jun 12 2017,16840585.9,1266.4,1130.51,999.25,8609.11,74.65,19908.58,5691.44,25708.04,5708.18,13298.0,0.7541
3557,Jun 13 2017,16772611.0,1262.0,1126.13,991.32,8579.2,75.21,19898.75,5707.65,25852.1,5751.82,13291.5,0.7538
3558,Jun 14 2017,16941828.75,1275.5,1130.91,997.5,8669.45,74.51,19883.52,5792.9,25875.9,5727.07,13282.5,0.7588
3559,Jun 15 2017,16667948.71,1254.55,1125.16,983.07,8527.8,74.91,19831.82,5776.28,25565.34,5700.89,13286.0,0.7579
3560,Jun 16 2017,16693680.2,1255.4,1121.04,980.59,8554.04,75.14,19943.26,5723.64,25626.49,5681.48,13297.5,0.7621
3561,Jun 19 2017,16585415.9,1248.15,1117.61,978.44,8508.64,75.31,20067.75,5741.91,25924.55,5772.22,13289.0,0.7599
3562,Jun 20 2017,16506974.05,1242.2,1116.43,984.54,8479.63,75.36,20230.41,5791.9,25843.04,5726.31,13288.5,0.7581
3563,Jun 21 2017,16548236.25,1242.5,1115.05,981.09,8485.16,75.76,20138.79,5818.55,25694.58,5782.39,13318.5,0.7553
3564,Jun 22 2017,16670034.4,1250.8,1121.04,987.92,8544.09,75.39,20110.51,5829.71,25674.53,5779.87,13327.5,0.7542
3565,Jul 03 2017,16436301.75,1229.25,1081.32,950.18,8347.1,75.68,20055.8,5910.24,25784.17,5596.96,13367.5,0.7661
3566,Jul 05 2017,16311747.49,1220.3,1077.15,944.18,8296.94,76.27,20081.63,5825.05,25521.97,5648.82,13364.0,0.7603
3567,Jul 06 2017,16402634.59,1224.9,1073.96,945.98,8333.36,77.21,19994.06,5849.57,25465.22,5597.9,13388.0,0.7586
3568,Jul 07 2017,16292747.82,1215.65,1067.2,943.75,8266.3,77.74,19929.09,5814.79,25340.85,5656.47,13403.0,0.7606
3569,Jul 10 2017,16236428.94,1211.9,1064.14,942.16,8242.98,77.5,20080.98,5771.51,25500.06,5694.15,13399.0,0.7607
3570,Jul 11 2017,16217773.46,1211.05,1060.56,943.04,8235.99,76.73,20195.48,5773.33,25877.64,5709.8,13391.0,0.7638
3571,Jul 12 2017,16294743.99,1218.8,1067.3,945.65,8272.6,76.59,20098.38,5819.13,26043.64,5778.95,13369.5,0.7678
3572,Jul 13 2017,16269875.9,1218.9,1068.84,942.44,8265.85,77.62,20099.81,5830.04,26346.17,5793.36,13347.5,0.773
3573,Jul 14 2017,16410353.94,1230.3,1074.73,940.27,8346.48,76.88,20118.86,5831.8,26389.23,5838.08,13338.5,0.7833
3574,Jul 17 2017,16447465.8,1234.1,1075.84,944.33,8354.73,76.61,20063.5,5841.28,26470.58,5839.74,13327.5,0.7801
3575,Jul 18 2017,16508178.75,1240.75,1071.32,953.03,8384.99,76.26,19999.91,5822.35,26524.94,5880.1,13309.0,0.7916
3576,Jul 19 2017,16544194.55,1242.15,1078.4,952.46,8391.34,76.2,20020.86,5806.69,26672.16,5916.16,13318.0,0.7953
3577,Jul 20 2017,16509392.95,1238.7,1064.72,953.95,8384.02,76.27,20144.59,5825.21,26740.21,5921.22,13334.5,0.7958
3578,Jul 21 2017,16622567.82,1248.55,1071.07,961.2,8450.06,76.09,20099.75,5765.42,26706.09,5921.52,13312.5,0.7915
3579,Jul 24 2017,16708856.8,1255.55,1078.33,962.33,8475.71,76.19,19975.67,5801.59,26846.83,5941.37,13310.0,0.7924
3580,Jul 25 2017,16716133.1,1254.4,1075.63,961.34,8468.58,75.84,19955.2,5813.53,26852.05,5930.65,13326.0,0.7937
3581,Jul 26 2017,16645283.7,1248.1,1073.13,956.0,8430.66,75.78,20050.16,5800.21,26941.02,5950.73,13336.0,0.8006
3582,Jul 27 2017,16795327.85,1261.1,1081.01,963.78,8496.79,76.02,20079.64,5819.74,27131.17,5917.03,13318.0,0.7967
3583,Jul 28 2017,16856056.1,1264.9,1076.79,964.17,8528.97,75.78,19959.84,5831.03,26979.39,5908.92,13326.5,0.7987
3584,Jul 31 2017,16888833.6,1267.55,1075.11,961.47,8529.22,75.48,19925.18,5840.94,27323.99,5880.33,13325.0,0.8003
3585,Aug 01 2017,16931595.25,1270.95,1076.16,960.55,8539.39,76.02,19985.79,5805.2,27540.23,5895.17,13324.0,0.7968
3586,Aug 02 2017,16916148.45,1269.6,1070.76,960.07,8534.5,76.36,20080.04,5824.25,27607.38,5914.23,13324.0,0.7967
3587,Aug 03 2017,16894894.35,1268.1,1067.51,964.92,8525.82,76.13,20029.26,5780.58,27531.01,5891.2,13325.5,0.7949
3588,Aug 04 2017,16747532.55,1257.7,1070.25,964.64,8449.1,77.4,19952.33,5777.48,27562.68,5899.9,13316.0,0.7926
3589,Aug 07 2017,16757818.0,1258.0,1066.51,965.98,8451.62,77.25,20055.89,5749.29,27690.36,5934.73,13321.0,0.7913
3590,Aug 08 2017,16799602.6,1261.8,1075.06,973.69,8458.85,76.61,19996.01,5810.56,27854.91,5926.35,13313.0,0.7913
3591,Aug 09 2017,16959617.54,1271.05,1082.48,978.41,8489.72,75.44,19738.71,5824.01,27757.09,5919.39,13332.5,0.7889
3592,Aug 10 2017,17130041.5,1284.4,1093.15,988.84,8554.23,75.2,19729.74,5825.95,27444.0,5788.19,13334.0,0.7875
3593,Aug 14 2017,17116778.94,1282.3,1088.22,987.49,8551.27,75.35,19537.1,5801.49,27250.23,5908.17,13349.0,0.7851
3594,Aug 15 2017,16968664.79,1270.3,1084.01,988.29,8482.81,76.47,19753.31,5835.04,27174.96,5907.73,13361.0,0.7822
3595,Aug 16 2017,17027485.88,1272.75,1087.45,988.81,8521.06,75.03,19729.28,5891.95,27409.07,5917.42,13378.5,0.7924
3596,Aug 18 2017,17314476.99,1295.8,1102.76,1007.82,8655.42,75.55,19470.41,5893.84,27047.57,5790.91,13362.0,0.7931
3597,Aug 21 2017,17260860.15,1292.9,1094.06,1001.78,8623.64,75.82,19393.13,5861.0,27154.68,5786.54,13350.5,0.7939
3598,Aug 22 2017,17135079.95,1284.2,1091.59,1000.58,8552.77,75.68,19383.84,5880.3,27401.67,5873.33,13343.0,0.7911
3599,Aug 23 2017,17179992.82,1286.65,1089.0,1005.59,8573.72,75.51,19434.64,5914.02,27506.0,5851.78,13358.5,0.7904
3600,Aug 24 2017,17206861.0,1289.0,1091.91,1007.15,8585.64,75.93,19353.77,5894.12,27518.6,5834.44,13346.5,0.7902
3601,Aug 25 2017,17153611.19,1285.3,1082.63,998.02,8565.88,75.63,19452.61,5915.36,27848.16,5822.53,13345.5,0.7934
3602,Aug 28 2017,17145256.74,1285.3,1075.07,994.12,8524.75,75.29,19449.9,5903.34,27863.29,5838.08,13340.0,0.7963
3603,Aug 29 2017,17592108.35,1318.65,1096.5,1018.34,8699.79,75.38,19362.55,5888.21,27765.01,5862.14,13339.5,0.7947
3604,Aug 30 2017,17458988.38,1308.5,1098.15,1012.65,8626.42,75.17,19506.54,5872.51,28094.61,5932.9,13346.5,0.7905
3605,Aug 31 2017,17501368.5,1311.75,1103.33,1018.01,8653.48,75.2,19646.24,5864.06,27970.3,5988.6,13343.0,0.7947
3606,Sep 05 2017,17812895.52,1335.55,1120.19,1025.14,8749.99,74.84,19385.81,5829.98,27741.35,5932.73,13337.5,0.7996
3607,Sep 06 2017,17837552.1,1337.85,1120.67,1023.6,8728.93,74.65,19357.97,5824.14,27613.76,5951.13,13337.5,0.8
3608,Sep 07 2017,17872580.5,1343.5,1118.88,1024.79,8733.56,74.38,19396.52,5832.31,27522.92,5964.31,13306.5,0.8047
3609,Sep 08 2017,17780596.88,1346.25,1119.96,1021.12,8702.83,74.87,19274.82,5857.12,27668.47,5913.37,13204.0,0.8059
3610,Sep 11 2017,17561406.86,1334.2,1113.36,1011.91,8704.05,74.65,19545.77,5871.88,27955.13,5980.52,13162.5,0.8029
3611,Sep 12 2017,17506483.75,1326.5,1109.72,999.85,8665.89,74.51,19776.62,5872.38,27972.24,5995.64,13195.0,0.8019
3612,Sep 13 2017,17524984.97,1327.55,1114.04,1003.44,8669.7,74.53,19865.82,5845.73,27894.08,6004.38,13202.5,0.7985
3613,Sep 14 2017,17547635.81,1324.55,1115.65,992.17,8682.56,74.76,19807.44,5852.0,27777.2,5968.82,13249.5,0.8006
3614,Sep 15 2017,17514532.06,1322.85,1105.74,973.08,8654.88,75.08,19909.5,5872.39,27807.59,5988.0,13240.0,0.8002
3615,Sep 18 2017,17389915.41,1312.1,1097.58,969.56,8610.0,75.96,20126.0,5884.61,28159.77,5981.12,13255.0,0.7961
3616,Sep 19 2017,17389521.65,1309.6,1093.25,968.46,8625.16,75.68,20299.38,5901.33,28051.41,5991.08,13278.5,0.801
3617,Sep 20 2017,17418650.96,1311.3,1093.11,966.72,8620.75,75.93,20310.46,5906.57,28127.8,5973.6,13281.5,0.8032
3618,Sep 22 2017,17236375.0,1294.8,1081.79,957.09,8537.52,76.34,20296.45,5911.71,27880.53,5932.32,13312.5,0.7963
3619,Sep 25 2017,17229340.0,1293.3,1089.69,958.92,8561.77,76.37,20397.58,5894.61,27500.34,5867.35,13326.0,0.7936
3620,Sep 26 2017,17386866.09,1300.05,1104.87,968.89,8620.63,76.92,20330.19,5863.96,27513.01,5881.34,13376.5,0.7887
3621,Sep 27 2017,17237469.38,1282.55,1093.25,958.16,8509.59,76.54,20267.05,5863.03,27642.43,5937.79,13440.0,0.7849
3622,Sep 28 2017,17318806.27,1283.35,1088.92,954.52,8559.82,76.26,20363.11,5841.05,27421.6,5933.07,13515.0,0.7857
3623,Sep 29 2017,17282071.93,1283.1,1085.35,956.36,8523.37,76.84,20356.28,5900.85,27554.3,5979.3,13471.5,0.7834
3624,Oct 03 2017,17213996.25,1271.25,1081.5,959.72,8444.66,76.41,20614.07,5939.45,28173.21,5995.06,13542.5,0.7835
3625,Oct 04 2017,17172430.13,1274.25,1083.41,959.45,8464.59,76.85,20626.66,5951.48,28379.18,5998.84,13476.5,0.7864
3626,Oct 06 2017,17039344.56,1261.8,1075.47,966.34,8381.88,76.0,20690.71,5905.38,28458.04,6064.57,13504.0,0.7771
3627,Oct 10 2017,17446812.68,1291.4,1092.88,976.96,8505.29,75.18,20823.51,5905.76,28490.83,6063.52,13513.0,0.7778
3628,Oct 11 2017,17438395.5,1289.25,1088.57,977.52,8491.0,75.19,20881.27,5882.79,28389.57,6081.25,13517.0,0.7788
3629,Oct 12 2017,17424181.13,1290.25,1089.19,979.99,8501.59,75.0,20954.72,5926.2,28459.03,6069.99,13504.5,0.7822
3630,Oct 13 2017,17532901.62,1299.6,1098.05,976.78,8560.98,74.86,21155.18,5924.12,28476.43,6092.45,13499.0,0.7889
3631,Oct 16 2017,17563268.17,1303.3,1104.73,981.51,8590.96,75.12,21255.56,5949.7,28692.8,6114.53,13482.5,0.7851
3632,Oct 17 2017,17352475.88,1284.75,1093.22,975.62,8499.91,75.41,21336.12,5947.33,28697.49,6122.61,13506.5,0.7845
3633,Oct 18 2017,17303182.54,1280.2,1087.08,972.06,8475.56,75.42,21363.05,5929.2,28711.76,6114.35,13516.0,0.7846
3634,Oct 19 2017,17390197.08,1286.4,1085.25,974.25,8526.13,74.79,21448.52,5910.53,28159.09,6092.62,13523.0,0.788
3635,Oct 20 2017,17322463.94,1281.2,1086.96,971.42,8482.18,75.07,21457.64,5929.55,28487.24,6108.82,13518.5,0.7819
3636,Oct 23 2017,17265331.93,1274.9,1085.53,966.86,8463.81,74.93,21696.65,5950.03,28305.88,6067.83,13542.5,0.7806
3637,Oct 24 2017,17273558.96,1276.45,1085.32,973.05,8466.56,75.44,21805.17,5952.08,28154.97,6080.22,13532.5,0.7776
3638,Oct 25 2017,17304937.5,1275.0,1079.55,962.16,8466.38,75.4,21707.62,6025.43,28302.89,6055.04,13577.5,0.7704
3639,Oct 26 2017,17299435.63,1273.75,1088.35,967.27,8451.33,75.47,21739.78,5995.85,28202.38,6037.87,13581.5,0.7661
3640,Oct 27 2017,17244615.76,1266.45,1093.42,965.87,8425.44,75.65,22008.45,5975.28,28438.85,6213.47,13616.5,0.7679
3641,Oct 30 2017,17276940.0,1272.0,1093.96,964.04,8455.75,75.69,22011.67,5974.08,28336.19,6227.59,13584.0,0.7688
3642,Oct 31 2017,17226408.05,1270.15,1090.3,956.47,8417.79,76.04,22011.61,6005.78,28245.54,6248.56,13562.5,0.7657
3643,Nov 01 2017,17344251.92,1277.05,1099.34,963.38,8448.45,74.45,22420.08,6038.15,28594.06,6248.65,13580.0,0.7676
3644,Nov 02 2017,17336357.34,1279.2,1095.82,978.95,8450.78,74.53,22539.12,6031.11,28518.64,6236.39,13551.0,0.7713
3645,Nov 06 2017,17185743.93,1270.9,1096.93,968.53,8431.28,74.42,22548.35,6050.82,28596.8,6313.61,13524.5,0.7692
3646,Nov 07 2017,17238456.42,1275.6,1101.89,970.81,8459.39,75.15,22937.6,6060.45,28994.34,6320.78,13513.5,0.7645
3647,Nov 08 2017,17355828.0,1284.0,1108.28,980.12,8519.34,75.14,22913.82,6049.38,28907.6,6345.81,13517.0,0.7678
3648,Nov 09 2017,17364069.36,1284.8,1105.2,979.42,8529.14,75.64,22868.71,6042.46,29136.57,6312.21,13515.0,0.7679
3649,Nov 10 2017,17381071.41,1284.3,1101.22,971.45,8527.24,75.5,22681.42,6021.83,29120.92,6309.07,13532.5,0.7662
3650,Nov 13 2017,17316221.84,1277.95,1095.59,974.72,8490.06,74.93,22380.99,6021.46,29182.18,6316.18,13551.5,0.7622
3651,Nov 14 2017,17274014.51,1274.6,1084.35,971.68,8467.04,75.16,22380.01,5988.29,29152.12,6293.64,13553.5,0.7631
3652,Nov 15 2017,17354576.34,1282.2,1086.52,974.13,8501.24,75.23,22028.32,5972.31,28851.69,6258.36,13535.0,0.7588
3653,Nov 16 2017,17333760.0,1280.0,1087.28,970.1,8489.86,74.97,22351.12,6037.91,29018.76,6339.14,13542.0,0.7588
3654,Nov 17 2017,17374042.64,1284.35,1090.1,972.81,8522.17,74.83,22396.8,6051.73,29199.04,6314.51,13527.5,0.7566
3655,Nov 20 2017,17407430.14,1286.2,1094.78,969.77,8527.63,75.42,22261.76,6053.28,29260.31,6308.61,13535.0,0.755
3656,Nov 21 2017,17367537.91,1283.3,1094.45,970.07,8513.41,75.56,22416.48,6031.86,29818.07,6378.63,13533.5,0.7579
3657,Nov 22 2017,17407285.04,1286.95,1091.88,968.83,8514.98,75.48,22523.15,6069.78,30003.49,6386.12,13526.0,0.7619
