Date;IDR;USD;Euro;GBP;RMB
Oct 23 2017;17265331,93;1274,90;1085,53;966,86;8463,81
Oct 24 2017;17273558,96;1276,45;1085,32;973,05;8466,56
Oct 25 2017;17304937,50;1275,00;1079,55;962,16;8466,38
Oct 26 2017;17299435,63;1273,75;1088,35;967,27;8451,33
Oct 27 2017;17244615,76;1266,45;1093,42;965,87;8425,44
Oct 30 2017;17276940,00;1272,00;1093,96;964,04;8455,75
Oct 31 2017;17226408,05;1270,15;1090,30;956,47;8417,79
Nov 01 2017;17344251,92;1277,05;1099,34;963,38;8448,45
Nov 02 2017;17336357,34;1279,20;1095,82;978,95;8450,78
Nov 03 2017;17104031,34;1267,20;1090,77;969,73;8400,90
Nov 06 2017;17185743,93;1270,90;1096,93;968,53;8431,28
Nov 07 2017;17238456,42;1275,60;1101,89;970,81;8459,39
Nov 08 2017;17355828,00;1284,00;1108,28;980,12;8519,34
Nov 09 2017;17364069,36;1284,80;1105,20;979,42;8529,14
Nov 10 2017;17381071,41;1284,30;1101,22;971,45;8527,24
Nov 13 2017;17316221,84;1277,95;1095,59;974,72;8490,06
Nov 14 2017;17274014,51;1274,60;1084,35;971,68;8467,04
Nov 15 2017;17354576,34;1282,20;1086,52;974,13;8501,24
Nov 16 2017;17333760,00;1280,00;1087,28;970,10;8489,86
Nov 17 2017;17374042,64;1284,35;1090,10;972,81;8522,17
Nov 20 2017;17407430,14;1286,20;1094,78;969,77;8527,63
Nov 21 2017;17367537,91;1283,30;1094,45;970,07;8513,41
Nov 22 2017;17407285,04;1286,95;1091,88;968,83;8514,98
Nov 23 2017;17437142,75;1290,35;1089,59;970,44;8493,47
Nov 24 2017;17429493,00;1290,50;1081,09;966,30;8522,07
Nov 27 2017;17505104,33;1294,90;1086,46;970,76;8543,62
Nov 28 2017;17451599,67;1291,85;1088,56;976,45;8518,84
Nov 29 2017;17335182,65;1283,85;1083,37;957,42;8470,71
Nov 30 2017;17315984,54;1280,20;1073,68;945,74;8463,02
Dec 01 2017;17252413,00;1275,50;1074,88;945,48;8428,12
Dec 04 2017;17224684,04;1273,45;1074,64;944,84;8428,33
Dec 05 2017;17115941,31;1266,30;1070,28;941,00;8373,66
Dec 06 2017;17103546,99;1263,70;1071,93;944,15;8359,00
Dec 07 2017;17009642,50;1255,00;1064,46;935,35;8302,33
Dec 08 2017;16943804,88;1250,65;1064,25;935,00;8276,30
Dec 11 2017;16898257,60;1247,15;1057,31;933,57;8252,76
Dec 12 2017;16835909,43;1240,90;1057,93;931,50;8216,12
Dec 13 2017;16884505,55;1242,65;1056,90;930,02;8226,71
Dec 14 2017;16985452,50;1251,00;1062,38;931,91;8267,61
Dec 15 2017;17033074,91;1254,60;1066,34;942,10;8290,65
Dec 18 2017;17120206,61;1260,60;1067,17;940,85;8340,63
Dec 19 2017;17111139,79;1260,35;1067,14;944,08;8327,51
Dec 20 2017;17169424,97;1264,55;1064,21;943,27;8320,74
Dec 21 2017;17144133,98;1264,55;1066,23;946,94;8328,07
Dec 22 2017;17148559,90;1264,55;1068,57;946,09;8307,33
Dec 25 2017;17148559,90;1264,55;1068,57;946,09;8307,33
Dec 26 2017;17148559,90;1264,55;1065,78;946,13;8275,21
Dec 27 2017;17348022,98;1279,40;1075,71;954,81;8389,02
Dec 28 2017;17508542,00;1291,00;1081,42;960,67;8437,07
Dec 29 2017;17515642,50;1291,00;1075,12;954,35;8406,99
Jan 01 2018;17515642,50;1291,00;1075,12;954,35;8406,99
Jan 02 2018;17735633,23;1312,05;1089,29;966,20;8523,99
Jan 03 2018;17722220,88;1314,90;1093,61;973,06;8550,14
Jan 04 2018;17645190,75;1314,50;1088,57;970,00;8540,57
Jan 05 2018;17672858,81;1317,15;1094,30;971,14;8541,85
Jan 08 2018;17720328,09;1319,95;1102,12;972,02;8573,21
Jan 09 2018;17616562,50;1311,00;1098,91;969,46;8549,16
Jan 10 2018;17730181,38;1319,75;1101,49;975,32;8600,55
Jan 11 2018;17728205,86;1323,05;1098,33;977,54;8611,07
Jan 12 2018;17717421,19;1326,80;1092,33;969,35;8581,74
Jan 15 2018;17858229,13;1339,25;1091,22;970,30;8627,45
Jan 16 2018;17790222,42;1333,85;1090,59;968,38;8584,66
Jan 17 2018;17842947,05;1335,65;1090,99;965,48;8590,90
Jan 18 2018;17780206,65;1332,20;1088,44;959,45;8559,92
Jan 19 2018;17772856,17;1334,95;1092,03;964,11;8549,02
Jan 22 2018;17786876,54;1332,60;1087,70;954,14;8533,30
Jan 23 2018;17770887,20;1333,40;1084,68;951,21;8540,43
Jan 24 2018;18023161,15;1353,70;1093,28;951,77;8647,03
Jan 25 2018;18003897,48;1354,95;1083,70;947,35;8583,61
Jan 26 2018;18002306,30;1353,15;1088,31;954,06;8554,61
Jan 29 2018;17958537,52;1343,85;1087,57;955,56;8501,60
Jan 30 2018;18065367,94;1344,90;1083,59;952,68;8530,56
Jan 31 2018;18008199,31;1345,05;1079,71;945,85;8461,98
Feb 01 2018;18010304,48;1341,35;1075,62;942,19;8444,87
Feb 02 2018;17905962,91;1331,15;1070,32;942,47;8358,69
Feb 05 2018;18033604,02;1333,60;1073,75;951,28;8392,74
Feb 06 2018;18046459,98;1331,40;1078,54;957,33;8357,33
Feb 07 2018;17952317,80;1324,65;1077,52;954,19;8291,65
Feb 08 2018;17901300,66;1315,45;1073,18;939,74;8321,54
Feb 09 2018;17903953,45;1314,10;1072,87;951,76;8278,96
Feb 12 2018;18059309,58;1322,30;1077,14;957,60;8368,83
Feb 13 2018;18098314,92;1325,35;1072,64;954,93;8407,09
Feb 14 2018;18220436,88;1336,25;1077,06;956,93;8477,30
Feb 15 2018;18337192,66;1352,45;1083,74;962,05;8580,08
Feb 16 2018;18332445,86;1352,10;1086,16;962,97;8577,86
Feb 19 2018;18260567,31;1346,60;1086,27;962,30;8542,96
Feb 20 2018;18240715,91;1339,85;1085,69;956,69;8500,14
Feb 21 2018;18118749,00;1330,50;1080,00;951,82;8440,83
Feb 22 2018;18175146,87;1328,35;1078,21;952,94;8448,97
Feb 23 2018;18149755,96;1327,95;1079,85;950,44;8415,48
Feb 26 2018;18216276,75;1333,50;1085,25;956,84;8411,32
Feb 27 2018;18129631,25;1325,75;1083,22;955,08;8361,77
Feb 28 2018;18118458,71;1317,85;1080,52;956,45;8344,62
Mar 01 2018;17975023,75;1307,75;1073,82;953,03;8295,06
Mar 02 2018;18191539,56;1322,30;1074,12;960,21;8392,11
Mar 05 2018;18172003,66;1320,40;1071,15;953,63;8372,66
Mar 06 2018;18340033,65;1331,40;1073,71;958,98;8441,74
Mar 07 2018;18303177,86;1329,40;1071,88;956,78;8405,53
Mar 08 2018;18209985,00;1321,00;1071,50;955,20;8364,70
Mar 09 2018;18204468,98;1320,60;1071,96;952,33;8368,64
Mar 12 2018;18165353,73;1319,15;1070,87;949,17;8341,91
Mar 13 2018;18191119,38;1322,75;1066,99;945,73;8371,16
Mar 14 2018;18180280,12;1323,55;1070,88;949,09;8359,41
Mar 15 2018;18130834,38;1318,75;1070,37;945,54;8336,74
Mar 16 2018;18014528,04;1310,10;1066,86;941,23;8285,86
Mar 19 2018;18064528,46;1312,40;1064,40;935,39;8310,51
Mar 20 2018;18026250,00;1311,00;1068,33;935,53;8298,76
Mar 21 2018;18185077,36;1321,35;1077,11;939,46;8365,73
Mar 22 2018;18279134,03;1329,15;1079,86;942,99;8402,35
Mar 23 2018;18558165,88;1346,60;1089,48;951,66;8515,90
Mar 26 2018;18578593,66;1352,40;1086,96;950,72;8502,54
Mar 27 2018;18433534,50;1341,45;1082,25;948,62;8415,45
Mar 28 2018;18340507,35;1332,45;1078,82;944,93;8379,38
Mar 29 2018;18226102,86;1323,85;1076,43;943,72;8329,27
Mar 30 2018;18226102,86;1323,85;1076,43;943,72;8329,27
Apr 02 2018;18206245,11;1323,85;1075,47;942,04;8314,17
Apr 03 2018;18351604,95;1333,45;1086,40;949,41;8380,20
Apr 04 2018;18409269,11;1337,30;1087,32;949,48;8424,85
Apr 05 2018;18277781,38;1327,70;1085,74;948,63;8364,38
Apr 06 2018;18337944,93;1331,20;1085,68;945,12;8386,43
Apr 09 2018;18330295,23;1331,95;1081,92;942,87;8405,80
Apr 10 2018;18409222,88;1338,95;1084,17;944,65;8430,30
Apr 11 2018;18584293,88;1350,75;1090,68;950,83;8489,87
Apr 12 2018;18467034,11;1341,35;1088,98;942,49;8425,55
Apr 13 2018;18479905,43;1343,70;1090,05;943,11;8439,64
Apr 16 2018;18586619,56;1349,35;1091,13;941,63;8476,21
Apr 17 2018;18475346,58;1342,10;1087,21;938,07;8424,23
Apr 18 2018;18615547,35;1351,45;1091,90;949,42;8494,40
Apr 19 2018;18586403,18;1348,60;1090,70;948,18;8466,78
Apr 20 2018;18550748,13;1336,75;1088,69;953,26;8406,95
Apr 23 2018;18401145,79;1324,30;1083,67;949,39;8348,52
Apr 24 2018;18454402,34;1328,85;1087,93;951,59;8384,64
Apr 25 2018;18398027,47;1321,65;1085,77;948,37;8353,36
Apr 26 2018;18341220,57;1320,70;1090,32;947,93;8360,29
Apr 27 2018;18355635,00;1321,50;1092,01;957,85;8384,78
Apr 30 2018;18269894,32;1313,20;1086,91;953,43;8332,12
May 01 2018;18185026,71;1307,10;1090,20;961,49;8293,42
May 02 2018;18190328,82;1304,20;1090,79;959,04;8295,10
May 03 2018;18328506,65;1315,05;1100,23;971,13;8355,56
May 04 2018;18253034,64;1309,40;1097,52;968,67;8326,34
May 07 2018;18331598,63;1309,40;1099,00;964,99;8334,20
May 08 2018;18357727,94;1306,60;1102,15;966,53;8320,43
May 09 2018;18497692,09;1313,85;1108,22;967,56;8380,13
May 10 2018;18567382,45;1318,80;1110,15;979,14;8391,92
May 11 2018;18474680,46;1324,35;1108,80;977,20;8389,09
May 14 2018;18436982,60;1319,85;1102,77;970,83;8363,49
May 15 2018;18177915,00;1295,00;1091,72;959,51;8228,95
May 16 2018;18198877,50;1291,25;1095,53;957,62;8223,33
May 17 2018;18120054,00;1289,50;1093,54;954,94;8210,38
May 18 2018;18229442,24;1288,30;1094,56;956,10;8213,04
May 21 2018;18275242,67;1288,35;1096,42;960,99;8231,01
May 22 2018;18281138,14;1293,05;1098,27;963,53;8236,86
May 23 2018;18312823,00;1289,00;1101,33;966,16;8230,78
May 24 2018;18444052,68;1304,85;1112,97;975,66;8330,55
May 25 2018;18405420,00;1303,50;1118,45;979,12;8328,32
May 28 2018;18235965,00;1303,50;1121,68;980,15;8334,19
May 29 2018;18124045,00;1295,50;1120,29;976,23;8315,04
May 30 2018;18196792,32;1300,70;1120,09;979,89;8356,61
May 31 2018;18137836,21;1305,35;1118,26;980,99;8355,54
Jun 01 2018;17988464,96;1294,60;1110,01;971,27;8307,19
Jun 04 2018;17970481,72;1295,45;1107,55;971,65;8306,81
Jun 05 2018;17932359,24;1292,05;1107,25;968,37;8270,80
Jun 06 2018;18009633,22;1300,10;1103,56;968,24;8314,92
Jun 07 2018;17994803,38;1297,25;1097,04;966,76;8295,13
Jun 08 2018;18086569,88;1298,25;1103,39;968,70;8321,78
Jun 11 2018;18105375,36;1299,60;1100,75;970,43;8319,52
Jun 12 2018;18092141,11;1298,65;1101,86;972,55;8315,51
Jun 13 2018;18057312,36;1296,15;1100,95;969,66;8302,23
Jun 14 2018;18149261,63;1302,75;1118,24;977,12;8327,57
Jun 15 2018;17905460,38;1285,25;1106,35;967,30;8246,81
Jun 18 2018;17853911,10;1281,55;1103,50;967,79;8223,06
Jun 19 2018;17778682,36;1276,15;1103,55;968,98;8261,28
Jun 20 2018;17751516,62;1274,20;1100,49;967,06;8244,71
Jun 21 2018;17856512,07;1266,15;1090,85;955,04;8226,18
Jun 22 2018;17869630,63;1269,15;1090,52;956,33;8243,38
Jun 25 2018;17958447,81;1268,70;1085,66;956,32;8278,14
Jun 26 2018;17868530,63;1260,30;1080,37;952,39;8263,41
Jun 27 2018;17787716,72;1254,60;1081,97;954,25;8274,09
Jun 28 2018;18009801,69;1251,55;1080,97;955,89;8293,39
Jun 29 2018;17918947,80;1250,45;1071,00;947,13;8284,61
Jul 02 2018;17943361,19;1247,80;1075,09;950,67;8302,11
Jul 03 2018;18000165,00;1251,75;1074,51;950,10;8344,42
Jul 04 2018;18021087,40;1255,65;1078,32;950,53;8313,03
Jul 05 2018;18060367,50;1255,50;1072,80;949,41;8329,49
Jul 06 2018;18039377,40;1255,35;1067,70;945,69;8344,94
Jul 09 2018;18078863,45;1262,05;1073,22;951,81;8350,73
Jul 10 2018;18007440,00;1254,00;1069,92;945,34;8303,99
Jul 11 2018;18001387,60;1251,40;1067,66;944,60;8342,46
Jul 12 2018;17916040,60;1245,90;1066,28;942,15;8306,41
Jul 13 2018;17855645,30;1241,70;1064,24;940,61;8307,72
Jul 16 2018;17840810,39;1241,10;1060,09;938,13;8295,76
Jul 17 2018;17715333,19;1232,80;1055,21;936,78;8234,61
Jul 18 2018;17638922,50;1224,50;1051,75;938,39;8221,90
Jul 19 2018;17624033,42;1217,55;1048,48;936,43;8245,12
Jul 20 2018;17792300,00;1228,75;1049,54;937,91;8330,68
Jul 23 2018;17749524,79;1224,95;1046,56;934,11;8308,34
Jul 24 2018;17847923,37;1228,35;1049,38;933,93;8370,59
Jul 25 2018;17807490,00;1231,50;1054,95;936,50;8348,09
Jul 26 2018;17760495,00;1228,25;1053,43;934,03;8333,68
Jul 27 2018;17646298,42;1223,95;1050,38;932,46;8348,32
Jul 30 2018;17634955,19;1223,80;1044,96;930,86;8354,88
Jul 31 2018;17606098,30;1220,95;1043,50;930,78;8334,81
Aug 01 2018;17602360,00;1219,00;1044,34;928,94;8283,10
Aug 02 2018;17593638,04;1215,45;1046,72;932,67;8299,09
Aug 03 2018;17627224,92;1216,30;1049,44;934,32;8348,68
Aug 06 2018;17503634,09;1209,65;1046,59;934,85;8277,27
Aug 07 2018;17506331,88;1212,35;1045,85;935,93;8285,44
Aug 08 2018;17459851,43;1209,55;1042,40;938,91;8264,01
Aug 09 2018;17498781,39;1214,35;1049,34;943,66;8292,07
Aug 10 2018;17578438,59;1214,40;1062,24;950,64;8327,87
Aug 13 2018;17519106,11;1200,35;1051,46;939,54;8254,45
Aug 14 2018;17452260,00;1197,00;1052,54;938,68;8238,47
Aug 15 2018;17257200,00;1182,00;1044,86;932,99;8160,53
Aug 16 2018;17245642,57;1180,40;1036,21;927,62;8141,69
Aug 17 2018;17216422,57;1178,40;1032,87;925,00;8108,81
Aug 20 2018;17279664,36;1184,35;1035,95;928,17;8114,69
Aug 21 2018;17364050,29;1190,95;1033,90;925,69;8151,22
Aug 22 2018;17447155,58;1196,65;1031,73;926,99;8192,26
Aug 23 2018;17444078,36;1192,35;1030,11;928,98;8195,62
Aug 24 2018;17536722,69;1197,70;1030,06;931,45;8238,14
Aug 27 2018;17510373,29;1197,70;1026,26;929,17;8164,84
Aug 28 2018;17725519,50;1212,25;1034,92;941,15;8251,78
Aug 29 2018;17647550,28;1204,20;1029,85;926,74;8214,81
Aug 30 2018;17588334,13;1197,30;1027,06;920,58;8185,10
Aug 31 2018;17712087,78;1202,45;1033,48;925,14;8212,25
Sep 03 2018;17781737,98;1200,05;1032,17;931,43;8181,82
Sep 04 2018;17785342,56;1190,85;1030,55;928,07;8135,41
Sep 05 2018;17872713,77;1196,70;1029,38;923,63;8184,83
Sep 06 2018;17944682,05;1205,15;1036,11;930,69;8231,90
Sep 07 2018;17767696,55;1198,90;1035,01;925,72;8197,96
Sep 10 2018;17777884,02;1196,60;1031,20;919,01;8214,66
Sep 11 2018;17677599,27;1189,85;1027,02;915,23;8166,41
Sep 12 2018;17730745,83;1195,60;1028,47;918,07;8211,02
Sep 13 2018;17953429,10;1209,80;1036,28;923,86;8284,23
Sep 14 2018;17794869,03;1201,95;1030,26;919,27;8234,56
Sep 17 2018;17881265,80;1201,90;1028,19;913,82;8255,85
Sep 18 2018;17828970,27;1200,20;1025,86;912,49;8238,89
Sep 19 2018;17899084,59;1203,30;1031,15;914,85;8245,61
Sep 20 2018;17937953,58;1208,35;1028,25;911,76;8280,46
Sep 21 2018;17761736,53;1198,70;1019,26;915,18;8197,91
Sep 24 2018;17881885,63;1202,75;1020,19;915,30;8225,61
Sep 25 2018;17932346,54;1201,90;1019,86;913,09;8263,42
Sep 26 2018;17803281,88;1194,25;1016,56;905,87;8209,03
Sep 27 2018;17682610,34;1185,40;1015,16;903,75;8152,23
Sep 28 2018;17691805,88;1187,25;1022,17;910,43;8168,99
Oct 01 2018;17733206,32;1189,35;1026,67;911,80;8183,44
Oct 02 2018;18124710,77;1204,70;1042,53;927,98;8289,06
Oct 03 2018;18108089,26;1201,20;1041,08;923,64;8264,98
Oct 04 2018;18256335,76;1203,45;1044,57;923,71;8280,46
Oct 05 2018;18273681,04;1203,80;1045,83;920,55;8282,86
Oct 08 2018;18065378,26;1186,95;1034,61;908,25;8206,10
Oct 09 2018;18055923,53;1185,55;1033,65;905,62;8208,51
Oct 10 2018;18069094,97;1188,60;1030,65;900,49;8224,40
Oct 11 2018;18366551,27;1205,55;1042,86;912,54;8350,36
Oct 12 2018;18546298,75;1219,75;1055,01;927,07;8443,35
Oct 15 2018;18707538,76;1229,95;1061,54;935,96;8519,62
Oct 16 2018;18706639,26;1230,70;1062,74;931,61;8514,72
Oct 17 2018;18626249,79;1229,05;1066,01;935,78;8511,17
Oct 18 2018;18581650,50;1223,00;1064,40;935,44;8488,96
Oct 19 2018;18647969,65;1227,85;1068,07;941,31;8511,58
Oct 22 2018;18560622,53;1222,30;1065,70;942,22;8479,09
Oct 23 2018;18774079,76;1235,95;1078,63;952,75;8575,64
Oct 24 2018;18700665,38;1230,55;1079,81;953,03;8540,14
Oct 25 2018;18692772,03;1230,80;1081,59;960,51;8554,06
Oct 26 2018;18774876,30;1233,85;1085,13;962,44;8572,54
Oct 29 2018;18732773,03;1230,80;1080,64;961,11;8560,58
Oct 30 2018;18654262,71;1225,40;1078,37;962,53;8530,13
Oct 31 2018;18470276,63;1214,95;1072,28;950,85;8473,18
Nov 01 2018;18624220,15;1231,15;1080,24;948,97;8557,72
Nov 02 2018;18422973,06;1232,10;1082,83;950,47;8489,17
Nov 05 2018;18454176,00;1232,25;1080,87;946,43;8534,56
Nov 06 2018;18230756,83;1231,60;1078,74;941,55;8518,61
Nov 07 2018;17932670,29;1229,95;1072,23;936,36;8518,88
Nov 08 2018;17799139,58;1224,15;1071,33;932,54;8482,26
Nov 09 2018;17781533,47;1211,40;1066,98;929,77;8412,32
Nov 12 2018;17860220,36;1205,55;1071,51;937,00;8397,86
Nov 13 2018;17803098,83;1202,10;1065,64;924,98;8358,80
Nov 14 2018;17792457,75;1203,25;1064,07;925,33;8364,15
Nov 15 2018;17786926,22;1211,85;1070,63;947,79;8404,78
Nov 16 2018;17861096,17;1222,40;1072,80;952,17;8493,11
Nov 19 2018;17817033,86;1221,60;1066,57;949,81;8481,32
Nov 20 2018;17837455,00;1223,00;1071,73;953,68;8485,91
Nov 21 2018;17907188,36;1226,10;1076,09;959,54;8508,15
Nov 22 2018;17887318,53;1227,05;1075,70;952,97;8509,59
Nov 23 2018;17791869,58;1223,65;1078,68;955,60;8494,58
Nov 26 2018;17708713,59;1223,40;1078,88;953,92;8484,28
Nov 27 2018;17725717,29;1221,20;1081,71;958,63;8485,63
Nov 28 2018;17626702,63;1213,25;1076,01;951,42;8439,61
Nov 29 2018;17636540,63;1226,25;1076,93;959,70;8516,55
Nov 30 2018;17414006,08;1217,55;1075,34;954,27;8454,42
Dec 03 2018;17525620,72;1230,30;1084,20;966,00;8474,55
Dec 04 2018;17723884,21;1240,30;1092,63;974,47;8486,38
Dec 05 2018;17790779,09;1235,90;1089,76;970,44;8485,19
Dec 06 2018;18041823,16;1242,55;1091,63;972,19;8554,46
Dec 07 2018;17990548,17;1243,30;1091,48;974,53;8553,65
Dec 10 2018;18126067,12;1245,35;1094,67;993,90;8610,10
Dec 11 2018;18181377,15;1245,30;1099,65;994,29;8590,70
Dec 12 2018;18186081,38;1245,75;1096,03;983,93;8581,97
Dec 13 2018;18016768,13;1242,75;1095,18;984,90;8535,21
Dec 14 2018;18017577,61;1235,35;1093,47;983,60;8521,81
Dec 17 2018;18100151,45;1241,65;1095,27;984,58;8568,38
Dec 18 2018;18071347,17;1246,30;1096,76;986,70;8594,73
Dec 19 2018;18125337,50;1255,00;1098,76;992,64;8653,85
Dec 20 2018;18228582,50;1259,75;1103,50;997,03;8688,62
Dec 21 2018;18312371,83;1258,15;1102,34;992,70;8684,00
Dec 24 2018;18312371,83;1258,15;1102,34;989,27;8676,20
Dec 25 2018;18312371,83;1258,15;1102,34;989,27;8676,20
Dec 26 2018;18337534,83;1258,15;1102,91;992,78;8658,84
Dec 27 2018;18468420,00;1268,00;1112,04;1003,60;8711,54
Dec 28 2018;18622240,00;1279,00;1118,54;1008,32;8781,23
Dec 31 2018;18392020,00;1279,00;1118,84;1004,24;8781,23
Jan 01 2019;18392020,00;1279,00;1118,84;1004,24;8781,23
Jan 02 2019;18544318,09;1282,90;1129,86;1018,01;8790,17
Jan 03 2019;18595383,80;1290,45;1132,77;1024,13;8867,97
Jan 04 2019;18264171,61;1279,90;1121,79;1006,21;8785,49
Jan 07 2019;18207097,31;1292,20;1127,43;1012,06;8851,18
Jan 08 2019;18196834,56;1286,45;1124,37;1010,41;8820,54
Jan 09 2019;18201472,93;1288,60;1119,45;1011,30;8805,00
Jan 10 2019;18157653,13;1291,90;1121,30;1011,07;8759,08
Jan 11 2019;18102013,11;1288,95;1123,02;1005,23;8698,09
Jan 14 2019;18258801,00;1292,75;1127,32;1001,20;8736,40
Jan 15 2019;18241330,62;1294,40;1132,21;1010,70;8742,38
Jan 16 2019;18250503,99;1292,30;1134,14;1004,86;8728,06
Jan 17 2019;18302125,31;1290,70;1134,23;999,85;8744,10
Jan 18 2019;18203534,31;1284,20;1129,81;995,04;8693,78
Jan 21 2019;18198397,10;1279,55;1125,82;992,44;8688,27
Jan 22 2019;18225049,42;1282,10;1128,96;989,35;8731,23
Jan 23 2019;18147561,23;1279,80;1124,70;979,79;8686,64
Jan 24 2019;18183609,81;1283,70;1130,67;984,13;8721,07
Jan 25 2019;18224580,12;1293,90;1135,20;982,50;8751,29
Jan 28 2019;18321249,13;1302,15;1138,69;989,81;8775,06
Jan 29 2019;18429914,50;1307,55;1145,47;994,64;8801,12
Jan 30 2019;18520190,31;1310,70;1147,17;1002,83;8800,04
Jan 31 2019;18489110,63;1323,25;1153,21;1005,93;8873,05
Feb 01 2019;18382677,32;1318,70;1149,90;1007,18;8882,76
Feb 04 2019;18311051,89;1312,15;1148,14;1002,94;8838,64
Feb 05 2019;18339660,32;1314,20;1151,80;1015,61;8852,45
Feb 06 2019;18268606,64;1312,40;1153,40;1012,34;8840,32
Feb 07 2019;18303975,00;1310,00;1153,58;1009,79;8824,16
Feb 08 2019;18365822,75;1314,85;1160,71;1015,80;8856,83
Feb 11 2019;18341854,63;1306,40;1158,57;1015,47;8857,91
Feb 12 2019;18429735,00;1310,00;1159,34;1016,81;8880,23
Feb 13 2019;18454683,25;1312,80;1163,06;1019,10;8874,00
Feb 14 2019;18478329,81;1311,45;1163,15;1026,13;8879,96
Feb 15 2019;18619305,61;1316,55;1168,86;1024,75;8927,13
Feb 18 2019;18698165,75;1325,50;1172,28;1025,33;8969,79
Feb 19 2019;18816183,15;1334,15;1177,07;1023,79;9028,86
Feb 20 2019;18869609,38;1343,75;1184,03;1028,59;9035,91
Feb 21 2019;18724696,88;1331,25;1173,17;1018,83;8934,02
Feb 22 2019;18682453,10;1329,05;1172,05;1017,88;8929,35
Feb 25 2019;18657990,64;1331,05;1172,99;1018,67;8909,91
Feb 26 2019;18536784,24;1325,05;1166,57;1000,87;8872,00
Feb 27 2019;18559583,44;1322,85;1162,18;991,94;8841,27
Feb 28 2019;18557141,25;1319,15;1158,47;991,77;8820,10
Mar 01 2019;18518173,56;1311,95;1152,10;990,64;8800,30
Mar 04 2019;18162700,62;1285,40;1135,36;975,86;8610,64
Mar 05 2019;18136881,74;1283,80;1135,55;979,10;8606,46
Mar 06 2019;18182559,85;1285,85;1136,16;977,72;8629,34
Mar 07 2019;18174781,89;1285,30;1144,37;979,80;8620,63
Mar 08 2019;18559734,38;1296,75;1154,26;996,20;8722,59
Mar 11 2019;18473397,50;1292,75;1151,77;987,06;8694,65
Mar 12 2019;18502415,46;1297,05;1150,43;990,46;8705,02
Mar 13 2019;18643641,05;1306,95;1155,62;988,09;8768,59
Mar 14 2019;18483609,06;1295,55;1146,05;975,34;8702,21
Mar 15 2019;18586606,50;1303,50;1150,89;981,81;8749,74
Mar 18 2019;18588477,91;1305,60;1151,58;987,59;8763,58
Mar 19 2019;18608570,31;1307,70;1152,51;985,98;8781,34
Mar 20 2019;18492983,81;1303,70;1148,43;988,51;8733,75
Mar 21 2019;18517741,93;1309,60;1152,77;1001,84;8758,73
Mar 22 2019;18574561,73;1311,30;1162,19;991,91;8793,58
Mar 25 2019;18711216,23;1319,55;1165,42;999,62;8856,55
Mar 26 2019;18651968,23;1316,30;1166,88;996,22;8836,19
Mar 27 2019;18591190,81;1309,70;1163,97;992,87;8803,15
Mar 28 2019;18445524,91;1295,15;1152,78;989,72;8715,06
Mar 29 2019;18446494,61;1295,40;1153,67;994,13;8705,35
Apr 01 2019;18400037,50;1293,50;1152,75;984,02;8680,29
Apr 02 2019;18348063,22;1290,30;1153,03;990,18;8672,75
Apr 03 2019;18350198,31;1290,45;1149,16;980,66;8656,60
Apr 04 2019;18195065,62;1283,15;1143,98;981,00;8620,84
Apr 05 2019;18199355,56;1288,45;1148,04;990,32;8656,45
Apr 08 2019;18411900,00;1300,00;1154,38;996,28;8736,39
Apr 09 2019;18415299,00;1303,00;1155,86;998,74;8746,39
Apr 10 2019;18472116,81;1305,45;1160,30;997,36;8768,97
Apr 11 2019;18358535,24;1298,80;1152,13;992,55;8723,65
Apr 12 2019;18239920,00;1294,30;1143,98;987,94;8690,58
Apr 15 2019;18076237,63;1285,65;1136,79;980,29;8621,57
Apr 16 2019;17977387,69;1276,35;1129,51;977,75;8560,99
Apr 17 2019;17970345,19;1275,85;1128,82;977,74;8531,23
Apr 18 2019;17914016,56;1275,70;1134,61;980,59;8553,57
Apr 19 2019;17914016,56;1275,70;1134,61;980,59;8553,57
Apr 22 2019;17961855,31;1275,70;1133,45;983,01;8563,39
Apr 23 2019;17871386,25;1269,50;1132,77;981,18;8530,02
Apr 24 2019;17930263,62;1271,65;1135,15;981,55;8542,31
Apr 25 2019;18168145,23;1280,80;1149,32;992,33;8635,41
Apr 26 2019;18219586,81;1284,20;1150,46;992,77;8653,07
Apr 29 2019;18172738,50;1279,50;1145,89;990,10;8616,92
Apr 30 2019;18272772,22;1282,30;1144,20;983,62;8638,60
May 01 2019;18294147,22;1283,80;1142,12;981,31;8648,70
May 02 2019;18111036,80;1270,95;1136,45;974,99;8562,13
May 03 2019;18228923,84;1278,55;1142,84;974,58;8613,33
May 06 2019;18273673,08;1278,55;1142,07;976,59;8650,54
May 07 2019;18295535,30;1281,20;1145,16;981,76;8661,30
May 08 2019;18371933,30;1285,20;1147,30;988,77;8702,34
May 09 2019;18455532,90;1286,10;1145,29;987,79;8773,26
May 10 2019;18437705,40;1287,10;1144,70;987,57;8767,47
May 13 2019;18682549,89;1295,60;1152,36;997,65;8903,49
May 14 2019;18735910,59;1298,40;1158,05;1005,19;8940,26
May 15 2019;18784983,88;1299,10;1159,24;1009,79;8927,67
May 16 2019;18665064,29;1291,70;1155,47;1009,81;8889,61
May 17 2019;18507557,18;1280,80;1147,72;1005,77;8854,81
May 20 2019;18456864,63;1276,85;1143,62;1002,63;8828,52
May 21 2019;18406250,59;1271,15;1136,83;994,33;8792,03
