,Date,IDR,USD,Euro,GBP,RMB,Oil,Silver,Nikkei 225,IHSG,Hang Seng,NASDAQ,USD/IDR,US Bond,Gold/Silver,Gold/Oil
3534,May 19 2017,16695420.0,1252.0,1118.36,961.27,8629.53,50.49,16.87,19590.76,5791.88,25174.87,6083.7,13335.0,2.24,74.21458209839952,24.796989502871856
3535,May 22 2017,16745850.18,1258.85,1119.13,967.19,8676.5,50.73,17.16,19678.28,5749.44,25391.34,6133.62,13302.5,2.25,73.3595571095571,24.814705302582297
3536,May 23 2017,16763809.85,1260.2,1122.22,970.88,8682.4,51.51,17.07,19613.28,5730.61,25403.15,6138.71,13302.5,2.28,73.82542472173404,24.465152397592703
3537,May 24 2017,16668306.53,1252.55,1119.95,967.29,8631.07,51.3,17.23,19742.98,5703.43,25428.5,6163.02,13308.5,2.25,72.69587928032502,24.41617933723197
3538,May 26 2017,16818837.15,1265.05,1131.13,989.05,8679.51,49.84,17.37,19686.84,5716.81,25639.27,6210.19,13294.5,2.25,72.82959124928036,25.382223113964685
3539,May 31 2017,16865783.35,1266.2,1126.01,980.83,8636.75,48.63,17.33,19650.57,5738.15,25660.65,6198.52,13322.5,2.21,73.06405077899598,26.0374254575365
3540,Jun 02 2017,16963846.58,1274.95,1130.78,989.68,8690.31,47.77,17.55,20177.28,5742.45,25924.05,6305.8,13304.0,2.16,72.64672364672364,26.68934477705673
3541,Jun 05 2017,17005415.05,1279.95,1137.48,989.72,8704.94,47.4,17.55,20170.82,5748.23,25862.99,6295.68,13286.0,2.18,72.93162393162393,27.003164556962027
3542,Jun 06 2017,17191908.5,1293.5,1148.2,1003.22,8791.53,47.98,17.71,19979.9,5707.83,25997.14,6275.06,13298.0,2.15,73.0378317334839,26.959149645685706
3543,Jun 07 2017,17176755.0,1291.0,1146.28,996.18,8771.57,45.77,17.59,19984.62,5717.32,25974.16,6297.38,13304.0,2.18,73.39397384877772,28.20624863447673
3544,Jun 08 2017,16933501.15,1273.1,1134.47,983.24,8648.93,45.69,17.42,19909.26,5702.92,26063.06,6321.76,13298.0,2.19,73.08266360505165,27.863865178376013
3545,Jun 09 2017,16834346.73,1266.55,1132.47,994.04,8611.52,45.94,17.2,20013.26,5675.52,26030.29,6207.92,13291.5,2.2,73.63662790697674,27.569656073138876
3546,Jun 12 2017,16840585.9,1266.4,1130.51,999.25,8609.11,46.0,16.99,19908.58,5691.44,25708.04,6175.47,13298.0,2.22,74.53796350794586,27.530434782608697
3547,Jun 13 2017,16772611.0,1262.0,1126.13,991.32,8579.2,45.95,16.9,19898.75,5707.65,25852.1,6220.37,13291.5,2.21,74.67455621301775,27.464635473340586
3548,Jun 14 2017,16941828.75,1275.5,1130.91,997.5,8669.45,44.66,16.91,19883.52,5792.9,25875.9,6194.89,13282.5,2.13,75.4287403903016,28.5602328705777
3549,Jun 15 2017,16667948.71,1254.55,1125.16,983.07,8527.8,44.25,16.75,19831.82,5776.28,25565.34,6165.5,13286.0,2.16,74.89850746268657,28.35141242937853
3550,Jun 16 2017,16693680.2,1255.4,1121.04,980.59,8554.04,44.7,16.62,19943.26,5723.64,25626.49,6151.76,13297.5,2.15,75.53549939831528,28.085011185682326
3551,Jun 19 2017,16585415.9,1248.15,1117.61,978.44,8508.64,44.1,16.5,20067.75,5741.91,25924.55,6239.01,13289.0,2.19,75.64545454545456,28.302721088435376
3552,Jun 20 2017,16506974.05,1242.2,1116.43,984.54,8479.63,43.23,16.51,20230.41,5791.9,25843.04,6188.03,13288.5,2.16,75.23924894003633,28.73467499421698
3553,Jun 21 2017,16548236.25,1242.5,1115.05,981.09,8485.16,42.5,16.48,20138.79,5818.55,25694.58,6233.95,13318.5,2.17,75.39441747572815,29.235294117647058
3554,Jun 22 2017,16670034.4,1250.8,1121.04,987.92,8544.09,42.77,16.57,20110.51,5829.71,25674.53,6236.69,13327.5,2.15,75.48581774290886,29.24479775543605
3555,Jul 03 2017,16436301.75,1229.25,1081.32,950.18,8347.1,47.05,16.14,20055.8,5910.24,25784.17,6110.06,13367.5,2.35,76.16171003717471,26.126461211477153
3556,Jul 05 2017,16311747.49,1220.3,1077.15,944.18,8296.94,45.62,16.09,20081.63,5825.05,25521.97,6150.85,13364.0,2.33,75.84213797389683,26.74923279263481
3557,Jul 06 2017,16402634.59,1224.9,1073.96,945.98,8333.36,45.33,16.05,19994.06,5849.57,25465.22,6089.46,13388.0,2.37,76.3177570093458,27.021839841164795
3558,Jul 07 2017,16292747.82,1215.65,1067.2,943.75,8266.3,44.33,15.62,19929.09,5814.79,25340.85,6153.08,13403.0,2.39,77.82650448143407,27.422738551770813
3559,Jul 10 2017,16236428.94,1211.9,1064.14,942.16,8242.98,44.55,15.66,20080.98,5771.51,25500.06,6176.39,13399.0,2.37,77.38825031928481,27.203142536475873
3560,Jul 11 2017,16217773.46,1211.05,1060.56,943.04,8235.99,45.76,15.82,20195.48,5773.33,25877.64,6193.31,13391.0,2.36,76.55183312262957,26.465253496503497
3561,Jul 12 2017,16294743.99,1218.8,1067.3,945.65,8272.6,45.42,15.92,20098.38,5819.13,26043.64,6261.17,13369.5,2.32,76.55778894472361,26.833993835314836
3562,Jul 13 2017,16269875.9,1218.9,1068.84,942.44,8265.85,46.08,15.7,20099.81,5830.04,26346.17,6274.44,13347.5,2.35,77.63694267515925,26.451822916666668
3563,Jul 14 2017,16410353.94,1230.3,1074.73,940.27,8346.48,46.64,15.99,20118.86,5831.8,26389.23,6312.47,13338.5,2.33,76.94183864915571,26.378644939965692
3564,Jul 17 2017,16447465.8,1234.1,1075.84,944.33,8354.73,45.98,16.11,20063.5,5841.28,26470.58,6314.43,13327.5,2.31,76.60459342023587,26.839930404523706
3565,Jul 18 2017,16508178.75,1240.75,1071.32,953.03,8384.99,46.25,16.29,19999.91,5822.35,26524.94,6344.31,13309.0,2.26,76.16635972989565,26.82702702702703
3566,Jul 19 2017,16544194.55,1242.15,1078.4,952.46,8391.34,47.16,16.28,20020.86,5806.69,26672.16,6385.04,13318.0,2.27,76.29914004914005,26.339058524173034
3567,Jul 20 2017,16509392.95,1238.7,1064.72,953.95,8384.02,46.79,16.33,20144.59,5825.21,26740.21,6390.0,13334.5,2.26,75.85425597060626,26.473605471254544
3568,Jul 21 2017,16622567.82,1248.55,1071.07,961.2,8450.06,45.59,16.51,20099.75,5765.42,26706.09,6387.75,13312.5,2.24,75.62386432465172,27.386488264970385
3569,Jul 24 2017,16708856.8,1255.55,1078.33,962.33,8475.71,46.45,16.49,19975.67,5801.59,26846.83,6410.81,13310.0,2.26,76.14008489993937,27.03013993541442
3570,Jul 25 2017,16716133.1,1254.4,1075.63,961.34,8468.58,48.58,16.5,19955.2,5813.53,26852.05,6412.17,13326.0,2.33,76.02424242424243,25.821325648414987
3571,Jul 26 2017,16645283.7,1248.1,1073.13,956.0,8430.66,48.72,16.66,20050.16,5800.21,26941.02,6422.75,13336.0,2.29,74.91596638655462,25.617816091954023
3572,Jul 27 2017,16795327.85,1261.1,1081.01,963.78,8496.79,49.14,16.57,20079.64,5819.74,27131.17,6382.19,13318.0,2.32,76.10742305371151,25.663410663410662
3573,Jul 28 2017,16856056.1,1264.9,1076.79,964.17,8528.97,49.77,16.71,19959.84,5831.03,26979.39,6374.68,13326.5,2.29,75.69718731298623,25.414908579465543
3574,Jul 31 2017,16888833.6,1267.55,1075.11,961.47,8529.22,50.19,16.83,19925.18,5840.94,27323.99,6348.12,13325.0,2.3,75.31491384432562,25.255030882645947
3575,Aug 01 2017,16931595.25,1270.95,1076.16,960.55,8539.39,48.78,16.72,19985.79,5805.2,27540.23,6362.94,13324.0,2.25,76.01375598086125,26.054735547355474
3576,Aug 02 2017,16916148.45,1269.6,1070.76,960.07,8534.5,49.58,16.59,20080.04,5824.25,27607.38,6362.65,13324.0,2.27,76.52802893309222,25.607099636950384
3577,Aug 03 2017,16894894.35,1268.1,1067.51,964.92,8525.82,48.93,16.66,20029.26,5780.58,27531.01,6340.34,13325.5,2.22,76.11644657863144,25.916615573267933
3578,Aug 04 2017,16747532.55,1257.7,1070.25,964.64,8449.1,49.52,16.28,19952.33,5777.48,27562.68,6351.56,13316.0,2.26,77.25429975429975,25.397819063004846
3579,Aug 07 2017,16757818.0,1258.0,1066.51,965.98,8451.62,49.33,16.27,20055.89,5749.29,27690.36,6383.77,13321.0,2.26,77.32022126613398,25.501723089397935
3580,Aug 08 2017,16799602.6,1261.8,1075.06,973.69,8458.85,48.97,16.46,19996.01,5810.56,27854.91,6370.46,13313.0,2.26,76.65856622114215,25.76679599754952
3581,Aug 09 2017,16959617.54,1271.05,1082.48,978.41,8489.72,49.69,16.94,19738.71,5824.01,27757.09,6352.33,13332.5,2.25,75.03246753246752,25.579593479573354
3582,Aug 10 2017,17130041.5,1284.4,1093.15,988.84,8554.23,48.52,17.12,19729.74,5825.95,27444.0,6216.87,13334.0,2.2,75.0233644859813,26.471558120362737
3583,Aug 14 2017,17116778.94,1282.3,1088.22,987.49,8551.27,47.52,17.06,19537.1,5801.49,27250.23,6340.23,13349.0,2.22,75.1641266119578,26.984427609427605
3584,Aug 15 2017,16968664.79,1270.3,1084.01,988.29,8482.81,47.7,16.64,19753.31,5835.04,27174.96,6333.01,13361.0,2.27,76.34014423076923,26.631027253668762
3585,Aug 16 2017,17027485.88,1272.75,1087.45,988.81,8521.06,46.78,17.12,19729.28,5891.95,27409.07,6345.11,13378.5,2.23,74.34287383177569,27.20713980333476
3586,Aug 18 2017,17314476.99,1295.8,1102.76,1007.82,8655.42,48.63,16.98,19470.41,5893.84,27047.57,6216.53,13362.0,2.2,76.3133097762073,26.646103228459797
3587,Aug 21 2017,17260860.15,1292.9,1094.06,1001.78,8623.64,47.63,17.02,19393.13,5861.0,27154.68,6213.13,13350.5,2.18,75.9635722679201,27.14465672895234
3588,Aug 22 2017,17135079.95,1284.2,1091.59,1000.58,8552.77,47.64,17.0,19383.84,5880.3,27401.67,6297.48,13343.0,2.22,75.54117647058824,26.95633921074727
3589,Aug 23 2017,17179992.82,1286.65,1089.0,1005.59,8573.72,48.39,17.07,19434.64,5914.02,27506.0,6278.41,13358.5,2.17,75.37492677211482,26.589171316387684
3590,Aug 24 2017,17206861.0,1289.0,1091.91,1007.15,8585.64,47.59,16.98,19353.77,5894.12,27518.6,6271.33,13346.5,2.2,75.91283863368669,27.085522168522797
3591,Aug 25 2017,17153611.19,1285.3,1082.63,998.02,8565.88,47.83,17.07,19452.61,5915.36,27848.16,6265.64,13345.5,2.17,75.29584065612185,26.872255906334935
3592,Aug 28 2017,17145256.74,1285.3,1075.07,994.12,8524.75,46.78,17.45,19449.9,5903.34,27863.29,6283.02,13340.0,2.16,73.65616045845272,27.47541684480547
3593,Aug 29 2017,17592108.35,1318.65,1096.5,1018.34,8699.79,46.31,17.39,19362.55,5888.21,27765.01,6301.89,13339.5,2.13,75.82806210465785,28.474411574174045
3594,Aug 30 2017,17458988.38,1308.5,1098.15,1012.65,8626.42,45.94,17.42,19506.54,5872.51,28094.61,6368.31,13346.5,2.14,75.11481056257175,28.48280365694384
3595,Aug 31 2017,17501368.5,1311.75,1103.33,1018.01,8653.48,47.08,17.61,19646.24,5864.06,27970.3,6428.66,13343.0,2.12,74.48892674616695,27.86214953271028
3596,Sep 05 2017,17812895.52,1335.55,1120.19,1025.14,8749.99,48.5,17.9,19385.81,5829.98,27741.35,6375.57,13337.5,2.06,74.61173184357543,27.537113402061856
3597,Sep 06 2017,17837552.1,1337.85,1120.67,1023.6,8728.93,49.09,17.87,19357.97,5824.14,27613.76,6393.31,13337.5,2.11,74.86569669837716,27.253004685271947
3598,Sep 07 2017,17872580.5,1343.5,1118.88,1024.79,8733.56,49.04,18.12,19396.52,5832.31,27522.92,6397.87,13306.5,2.04,74.14459161147903,27.39600326264274
3599,Sep 08 2017,17780596.88,1346.25,1119.96,1021.12,8702.83,47.49,17.97,19274.82,5857.12,27668.47,6360.19,13204.0,2.05,74.91652754590986,28.348073278584963
3600,Sep 11 2017,17561406.86,1334.2,1113.36,1011.91,8704.05,48.02,17.81,19545.77,5871.88,27955.13,6432.26,13162.5,2.13,74.9129702414374,27.784256559766764
3601,Sep 12 2017,17506483.75,1326.5,1109.72,999.85,8665.89,48.25,17.93,19776.62,5872.38,27972.24,6454.28,13195.0,2.17,73.98215281650864,27.492227979274613
3602,Sep 13 2017,17524984.97,1327.55,1114.04,1003.44,8669.7,49.19,17.77,19865.82,5845.73,27894.08,6460.19,13202.5,2.19,74.70737197523917,26.98820898556617
3603,Sep 14 2017,17547635.81,1324.55,1115.65,992.17,8682.56,49.72,17.79,19807.44,5852.0,27777.2,6429.08,13249.5,2.19,74.45474985947162,26.640185036202734
3604,Sep 15 2017,17514532.06,1322.85,1105.74,973.08,8654.88,49.8,17.59,19909.5,5872.39,27807.59,6448.47,13240.0,2.2,75.20466173962478,26.563253012048193
3605,Sep 18 2017,17389915.41,1312.1,1097.58,969.56,8610.0,49.95,17.22,20126.0,5884.61,28159.77,6454.64,13255.0,2.23,76.19628339140534,26.268268268268265
3606,Sep 19 2017,17389521.65,1309.6,1093.25,968.46,8625.16,49.79,17.33,20299.38,5901.33,28051.41,6461.32,13278.5,2.25,75.56837853433353,26.302470375577425
3607,Sep 20 2017,17418650.96,1311.3,1093.11,966.72,8620.75,50.3,17.17,20310.46,5906.57,28127.8,6456.04,13281.5,2.27,76.371578334304,26.069582504970178
3608,Sep 22 2017,17236375.0,1294.8,1081.79,957.09,8537.52,50.27,17.0,20296.45,5911.71,27880.53,6426.92,13312.5,2.25,76.16470588235293,25.7569126715735
3609,Sep 25 2017,17229340.0,1293.3,1089.69,958.92,8561.77,51.73,17.19,20397.58,5894.61,27500.34,6370.59,13326.0,2.22,75.23560209424083,25.000966557123526
3610,Sep 26 2017,17386866.09,1300.05,1104.87,968.89,8620.63,51.74,16.77,20330.19,5863.96,27513.01,6380.16,13376.5,2.24,77.52236135957067,25.12659451101662
3611,Sep 27 2017,17237469.38,1282.55,1093.25,958.16,8509.59,51.75,16.77,20267.05,5863.03,27642.43,6453.26,13440.0,2.31,76.4788312462731,24.783574879227054
3612,Sep 28 2017,17318806.27,1283.35,1088.92,954.52,8559.82,51.28,16.86,20363.11,5841.05,27421.6,6453.45,13515.0,2.31,76.11803084223013,25.02632605304212
3613,Sep 29 2017,17282071.93,1283.1,1085.35,956.36,8523.37,51.34,16.65,20356.28,5900.85,27554.3,6495.96,13471.5,2.34,77.06306306306307,24.99220880405142
3614,Oct 03 2017,17213996.25,1271.25,1081.5,959.72,8444.66,49.83,16.64,20614.07,5939.45,28173.21,6531.71,13542.5,2.33,76.39723557692308,25.511739915713427
3615,Oct 04 2017,17172430.13,1274.25,1083.41,959.45,8464.59,49.66,16.63,20626.66,5951.48,28379.18,6534.63,13476.5,2.32,76.6235718580878,25.65948449456303
3616,Oct 06 2017,17039344.56,1261.8,1075.47,966.34,8381.88,49.03,16.82,20690.71,5905.38,28458.04,6590.18,13504.0,2.36,75.01783590963139,25.73526412400571
3617,Oct 10 2017,17446812.68,1291.4,1092.88,976.96,8505.29,50.74,17.12,20823.51,5905.76,28490.83,6587.25,13513.0,2.36,75.4322429906542,25.451320457232953
3618,Oct 11 2017,17438395.5,1289.25,1088.57,977.52,8491.0,50.97,17.17,20881.27,5882.79,28389.57,6603.55,13517.0,2.35,75.08736167734419,25.294290759270158
3619,Oct 12 2017,17424181.13,1290.25,1089.19,979.99,8501.59,50.6,17.22,20954.72,5926.2,28459.03,6591.51,13504.5,2.32,74.9274099883856,25.499011857707508
3620,Oct 13 2017,17532901.62,1299.6,1098.05,976.78,8560.98,51.31,17.4,21155.18,5924.12,28476.43,6605.8,13499.0,2.28,74.6896551724138,25.328396024166825
3621,Oct 16 2017,17563268.17,1303.3,1104.73,981.51,8590.96,51.79,17.23,21255.56,5949.7,28692.8,6624.01,13482.5,2.31,75.64132327336041,25.165089785672908
3622,Oct 17 2017,17352475.88,1284.75,1093.22,975.62,8499.91,51.98,17.03,21336.12,5947.33,28697.49,6623.66,13506.5,2.3,75.44039929536112,24.716237014236246
3623,Oct 18 2017,17303182.54,1280.2,1087.08,972.06,8475.56,52.08,17.01,21363.05,5929.2,28711.76,6624.22,13516.0,2.35,75.26161081716637,24.58141321044547
3624,Oct 19 2017,17390197.08,1286.4,1085.25,974.25,8526.13,51.39,17.25,21448.52,5910.53,28159.09,6605.07,13523.0,2.32,74.57391304347827,25.032107413893755
3625,Oct 20 2017,17322463.94,1281.2,1086.96,971.42,8482.18,51.84,17.04,21457.64,5929.55,28487.24,6629.05,13518.5,2.38,75.18779342723005,24.714506172839506
3626,Oct 23 2017,17265331.93,1274.9,1085.53,966.86,8463.81,51.72,17.09,21696.65,5950.03,28305.88,6586.83,13542.5,2.37,74.59918080748976,24.65003866976025
3627,Oct 24 2017,17273558.96,1276.45,1085.32,973.05,8466.56,52.27,16.97,21805.17,5952.08,28154.97,6598.43,13532.5,2.42,75.21803182086035,24.420317581786875
3628,Oct 25 2017,17304937.5,1275.0,1079.55,962.16,8466.38,51.95,16.96,21707.62,6025.43,28302.89,6563.89,13577.5,2.44,75.17688679245282,24.542829643888354
3629,Oct 26 2017,17299435.63,1273.75,1088.35,967.27,8451.33,52.5,16.79,21739.78,5995.85,28202.38,6556.77,13581.5,2.46,75.8636092912448,24.261904761904763
3630,Oct 27 2017,17244615.76,1266.45,1093.42,965.87,8425.44,54.0,16.86,22008.45,5975.28,28438.85,6701.26,13616.5,2.42,75.11565836298932,23.45277777777778
3631,Oct 30 2017,17276940.0,1272.0,1093.96,964.04,8455.75,53.91,16.86,22011.67,5974.08,28336.19,6698.96,13584.0,2.37,75.44483985765125,23.59488035614914
3632,Oct 31 2017,17226408.05,1270.15,1090.3,956.47,8417.79,54.43,16.71,22011.61,6005.78,28245.54,6727.67,13562.5,2.38,76.01137043686415,23.33547675914018
3633,Nov 01 2017,17344251.92,1277.05,1099.34,963.38,8448.45,54.11,17.15,22420.08,6038.15,28594.06,6716.53,13580.0,2.37,74.46355685131196,23.600997967104046
3634,Nov 02 2017,17336357.34,1279.2,1095.82,978.95,8450.78,54.79,17.11,22539.12,6031.11,28518.64,6714.94,13551.0,2.35,74.76329631794273,23.34732615440774
3635,Nov 06 2017,17185743.93,1270.9,1096.93,968.53,8431.28,57.12,17.23,22548.35,6050.82,28596.8,6786.44,13524.5,2.32,73.76088218224028,22.24964985994398
3636,Nov 07 2017,17238456.42,1275.6,1101.89,970.81,8459.39,56.91,16.96,22937.6,6060.45,28994.34,6767.78,13513.5,2.32,75.21226415094338,22.414338429098578
3637,Nov 08 2017,17355828.0,1284.0,1108.28,980.12,8519.34,56.77,17.04,22913.82,6049.38,28907.6,6789.12,13517.0,2.33,75.35211267605634,22.617579707592036
3638,Nov 09 2017,17364069.36,1284.8,1105.2,979.42,8529.14,56.96,17.0,22868.71,6042.46,29136.57,6750.05,13515.0,2.34,75.5764705882353,22.5561797752809
3639,Nov 10 2017,17381071.41,1284.3,1101.22,971.45,8527.24,56.81,16.9,22681.42,6021.83,29120.92,6750.94,13532.5,2.4,75.99408284023669,22.60693539869741
3640,Nov 13 2017,17316221.84,1277.95,1095.59,974.72,8490.06,56.67,17.05,22380.99,6021.46,29182.18,6757.6,13551.5,2.41,74.95307917888563,22.550732309864127
3641,Nov 14 2017,17274014.51,1274.6,1084.35,971.68,8467.04,55.02,17.04,22380.01,5988.29,29152.12,6737.87,13553.5,2.38,74.80046948356808,23.166121410396215
3642,Nov 15 2017,17354576.34,1282.2,1086.52,974.13,8501.24,55.25,16.99,22028.32,5972.31,28851.69,6706.21,13535.0,2.33,75.46792230723956,23.207239819004524
3643,Nov 16 2017,17333760.0,1280.0,1087.28,970.1,8489.86,55.17,17.08,22351.12,6037.91,29018.76,6793.29,13542.0,2.38,74.94145199063233,23.20101504440819
3644,Nov 17 2017,17374042.64,1284.35,1090.1,972.81,8522.17,56.61,17.31,22396.8,6051.73,29199.04,6782.79,13527.5,2.35,74.19699595609474,22.687687687687685
3645,Nov 20 2017,17407430.14,1286.2,1094.78,969.77,8527.63,56.16,16.93,22261.76,6053.28,29260.31,6790.71,13535.0,2.37,75.97164796219728,22.902421652421655
3646,Nov 21 2017,17367537.91,1283.3,1094.45,970.07,8513.41,56.88,16.97,22416.48,6031.86,29818.07,6862.48,13533.5,2.36,75.62168532704773,22.56153305203938
3647,Nov 22 2017,17407285.04,1286.95,1091.88,968.83,8514.98,57.79,17.15,22523.15,6069.78,30003.49,6867.36,13526.0,2.32,75.04081632653062,22.26942377573975
3648,Nov 24 2017,17429493.0,1290.5,1081.09,966.3,8522.07,58.68,17.01,22550.85,6067.14,29866.32,6889.16,13502.5,2.34,75.86713697824808,21.99216087252897
3649,Nov 27 2017,17505104.33,1294.9,1086.46,970.76,8543.62,57.71,17.05,22495.99,6064.59,29686.19,6878.52,13518.5,2.33,75.94721407624634,22.43805233061861
3650,Nov 28 2017,17451599.67,1291.85,1088.56,976.45,8518.84,57.56,16.85,22486.24,6070.72,29680.85,6912.36,13508.5,2.33,76.66765578635014,22.443537178596245
3651,Nov 29 2017,17335182.65,1283.85,1083.37,957.42,8470.71,57.23,16.53,22597.2,6061.37,29623.83,6824.39,13502.5,2.39,77.66787658802177,22.433164424253015
3652,Nov 30 2017,17315984.54,1280.2,1073.68,945.74,8463.02,57.24,16.45,22724.96,5952.14,29177.35,6873.97,13526.0,2.42,77.82370820668693,22.365478686233402
3653,Dec 04 2017,17224684.04,1273.45,1074.64,944.84,8428.33,57.35,16.35,22707.16,5998.19,29138.28,6775.37,13526.0,2.37,77.8868501529052,22.204882301656497
3654,Dec 05 2017,17115941.31,1266.3,1070.28,941.0,8373.66,57.34,16.12,22622.38,6000.47,28842.8,6762.21,13519.0,2.35,78.5545905707196,22.084059993024066
3655,Dec 06 2017,17103546.99,1263.7,1071.93,944.15,8359.0,55.99,15.97,22177.04,6035.51,28224.8,6776.38,13539.0,2.34,79.1296180338134,22.570101803893554
3656,Dec 07 2017,17009642.5,1255.0,1064.46,935.35,8302.33,56.5,15.73,22498.03,6006.84,28303.19,6812.84,13553.5,2.36,79.78385251112523,22.212389380530972
3657,Dec 08 2017,16943804.88,1250.65,1064.25,935.0,8276.3,57.25,15.84,22811.08,6030.96,28639.85,6840.08,13547.5,2.38,78.95517676767678,21.845414847161575
3658,Dec 11 2017,16898257.6,1247.15,1057.31,933.57,8252.76,57.88,15.71,22938.73,6026.63,28965.29,6875.08,13552.5,2.39,79.3857415658816,21.547166551485834
3659,Dec 12 2017,16835909.43,1240.9,1057.93,931.5,8216.12,57.41,15.73,22866.17,6032.37,28793.88,6862.32,13568.5,2.4,78.88747616020343,21.614701271555482
3660,Dec 13 2017,16884505.55,1242.65,1056.9,930.02,8226.71,56.74,16.07,22758.07,6054.6,29222.1,6875.8,13585.0,2.35,77.32731798382079,21.900775467042653
3661,Dec 14 2017,16985452.5,1251.0,1062.38,931.91,8267.61,57.05,15.9,22694.45,6113.65,29166.38,6856.53,13577.5,2.35,78.67924528301887,21.928133216476777
3662,Dec 15 2017,17033074.91,1254.6,1066.34,942.1,8290.65,57.31,16.06,22553.22,6119.42,28848.11,6936.58,13578.5,2.35,78.11955168119552,21.891467457686264
3663,Dec 18 2017,17120206.61,1260.6,1067.17,940.85,8340.63,57.28,16.14,22901.77,6133.96,29050.41,6994.76,13581.5,2.39,78.10408921933085,22.007681564245807
3664,Dec 19 2017,17111139.79,1260.35,1067.14,944.08,8327.51,57.65,16.15,22868.0,6167.67,29253.66,6963.85,13576.5,2.46,78.04024767801857,21.862098872506504
3665,Dec 20 2017,17169424.97,1264.55,1064.21,943.27,8320.74,58.0,16.18,22891.72,6109.48,29234.09,6960.96,13577.5,2.5,78.15512978986403,21.80258620689655
3666,Dec 21 2017,17144133.98,1264.55,1066.23,946.94,8328.07,58.14,16.13,22866.1,6183.39,29367.06,6965.36,13557.5,2.48,78.39739615623063,21.750085999312006
3667,Dec 22 2017,17148559.9,1264.55,1068.57,946.09,8307.33,58.44,16.37,22902.76,6221.01,29578.01,6959.96,13561.0,2.49,77.24801466096517,21.638432580424368
3668,Dec 27 2017,17348022.98,1279.4,1075.71,954.81,8389.02,59.54,16.69,22911.21,6277.16,29597.66,6939.34,13560.5,2.41,76.65668064709406,21.48807524353376
3669,Dec 28 2017,17508542.0,1291.0,1081.42,960.67,8437.07,59.81,16.84,22783.98,6314.05,29863.71,6950.16,13562.0,2.43,76.6627078384798,21.58501922755392
3670,Dec 29 2017,17515642.5,1291.0,1075.12,954.35,8406.99,60.23,16.95,22764.94,6355.65,29919.15,6903.39,13567.5,2.41,76.16519174041298,21.434501079196416
3671,Jan 04 2018,17645190.75,1314.5,1088.57,970.0,8540.57,61.92,17.23,23506.33,6292.32,30736.48,7077.91,13423.5,2.45,76.29135229251305,21.229005167958654
3672,Jan 05 2018,17672858.81,1317.15,1094.3,971.14,8541.85,61.55,17.23,23714.53,6353.74,30814.64,7136.56,13415.5,2.48,76.445153801509,21.39967506092608
3673,Jan 09 2018,17616562.5,1311.0,1098.91,969.46,8549.16,63.34,16.97,23849.99,6373.14,31011.41,7163.58,13437.5,2.55,77.25397760754272,20.697821281970317
3674,Jan 10 2018,17730181.38,1319.75,1101.49,975.32,8600.55,63.44,16.97,23788.2,6371.17,31073.72,7153.57,13436.5,2.56,77.76959340011786,20.8031210592686
3675,Jan 11 2018,17728205.86,1323.05,1098.33,977.54,8611.07,63.51,17.0,23710.43,6386.34,31120.39,7211.78,13399.5,2.54,77.8264705882353,20.832152416942215
3676,Jan 12 2018,17717421.19,1326.8,1092.33,969.35,8581.74,64.38,17.26,23653.82,6370.06,31412.54,7261.06,13353.5,2.55,76.87137891077636,20.608884746815782
3677,Jan 16 2018,17790222.42,1333.85,1090.59,968.38,8584.66,63.87,17.2,23951.81,6429.69,31904.75,7223.69,13337.5,2.54,77.54941860465117,20.88382652262408
3678,Jan 17 2018,17842947.05,1335.65,1090.99,965.48,8590.9,64.21,17.01,23868.34,6444.52,31983.41,7298.28,13357.5,2.59,78.52145796590241,20.801277059648033
3679,Jan 18 2018,17780206.65,1332.2,1088.44,959.45,8559.92,63.66,16.95,23763.37,6472.67,32121.94,7296.05,13346.0,2.62,78.59587020648968,20.9267986176563
3680,Jan 19 2018,17772856.17,1334.95,1092.03,964.11,8549.02,63.56,17.03,23808.06,6490.9,32254.89,7336.38,13313.5,2.66,78.38813857897827,21.00298930144745
3681,Jan 22 2018,17786876.54,1332.6,1087.7,954.14,8533.3,63.94,17.01,23816.33,6500.53,32393.41,7408.03,13347.5,2.66,78.342151675485,20.84141382546137
3682,Jan 23 2018,17770887.2,1333.4,1084.68,951.21,8540.43,64.51,17.05,24124.15,6635.33,32930.7,7460.29,13325.0,2.62,78.20527859237536,20.669663618043714
3683,Jan 24 2018,18023161.15,1353.7,1093.28,951.77,8647.03,65.85,17.57,23940.78,6615.49,32958.69,7415.06,13313.5,2.65,77.04610130904952,20.557327258921795
3684,Jan 25 2018,18003897.48,1354.95,1083.7,947.35,8583.61,65.22,17.3,23669.49,6615.33,32654.45,7411.16,13288.5,2.62,78.32080924855491,20.775068997240112
3685,Jan 26 2018,18002306.3,1353.15,1088.31,954.06,8554.61,66.31,17.42,23631.88,6660.62,33154.12,7505.77,13307.0,2.66,77.67795637198623,20.406424370381544
3686,Jan 29 2018,17958537.52,1343.85,1087.57,955.56,8501.6,65.56,17.16,23629.34,6680.62,32966.89,7466.51,13363.5,2.7,78.31293706293705,20.498017083587552
3687,Jan 30 2018,18065367.94,1344.9,1083.59,952.68,8530.56,63.83,17.13,23291.97,6575.49,32607.29,7402.48,13432.5,2.72,78.51138353765324,21.070029766567448
